,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
17106,roof measurement companies,roof repair company,0.7388536930084229,0.7344365119934082,1,0,0,2
17107,tulsa ok roofing,good roofing company,0.6721471548080444,0.7373155951499939,0,0,1,2
17108,leaking roof repair tulsa ok,roof repair tulsa,0.8701732158660889,0.6173927783966064,0,1,0,2
17109,seal a leaking roof,damaged roof repair,0.6414192318916321,0.5925560593605042,0,0,1,2
17110,concrete roof repair near me,damaged roof repair,0.6738314628601074,0.7117376327514648,0,0,1,2
17111,how much is a roof for a 1500 sq ft house,roofing quote,0.5438065528869629,0.5492256879806519,0,0,1,2
17112,coates roofing,roofing companies near me,0.6815900802612305,0.7328177690505981,1,0,0,1
17113,beck roofing,roofing companies near me,0.6170475482940674,0.6933251619338989,1,0,0,2
17114,best roofers near me,residential roofing company,0.7316933870315552,0.8115938305854797,0,1,0,2
17115,recommended roofing companies near me,roofing company near me,0.8972427845001221,0.8026996850967407,0,1,0,2
17116,roof replacement cost oklahoma,roofers in tulsa,0.5335872173309326,0.5906297564506531,1,0,0,2
17117,summitt roofing,roof installation company,0.6932252049446106,0.6772644519805908,0,0,1,2
17118,family tree roofing tulsa,+roof +replacement +company,0.5303387641906738,0.6308495402336121,0,0,1,2
17119,otis roofing,home roofing contractor,0.6112905740737915,0.7541675567626953,0,0,1,2
17120,roofers in my area,house roofers,0.8644710183143616,0.8255554437637329,0,1,0,2
17121,most efficient roof,roof installation company,0.5585240125656128,0.5803900361061096,1,0,0,2
17122,roofs for life,residential roofing contractor,0.5626447200775146,0.7219009399414062,1,0,0,2
17123,keystone roofing,roofing company in my area,0.659893810749054,0.7045413851737976,0,0,1,1
17124,roofers bixby ok,+roofing +company +bixby,0.7254033088684082,0.678465723991394,0,1,0,2
17125,roofing companies near me,residential roofing contractor,0.6884998083114624,0.8833282589912415,1,0,0,2
17126,roofing crews looking for work,roofing companies near me,0.7082552909851074,0.7243794798851013,1,0,0,2
17127,best roofers in okc,+roof +repair +roofers,0.6160619258880615,0.6856198906898499,0,0,1,2
17128,dunn roofing,+roofing +contractor +service,0.591328501701355,0.7086678147315979,0,0,1,2
17129,roof leaks & moore,damaged roof repair,0.5853917002677917,0.6296288967132568,1,0,0,2
17130,broken arrow roofing companies,+roof +replacement +company,0.6529499292373657,0.7513847351074219,0,0,1,2
17131,sips roof,residential roofing company,0.4596714973449707,0.5842950344085693,1,0,0,2
17132,roofs for vets,residential roofing company,0.5231994390487671,0.6228623390197754,1,0,0,2
17133,grove roofers,roofing companies near me,0.6708803176879883,0.7199838161468506,0,0,1,2
17134,certainteed shingles near me,roofers near me,0.5337332487106323,0.4641064703464508,1,0,0,2
17135,monthly payments for roofing,home roof replacement,0.5400522947311401,0.6947646141052246,1,0,0,2
17136,roof hail damage insurance claim,damaged roof repair,0.6039013266563416,0.5806453824043274,1,0,0,2
17137,bone dry roofing company,roofing company in my area,0.7816493511199951,0.8071343302726746,1,0,0,2
17138,mike smith roofing,residential roofing company,0.6110893487930298,0.7194125652313232,1,0,0,2
17139,iron roofing company,roofing company in my area,0.78416907787323,0.8029208779335022,1,0,0,2
17140,royalty roofing,residential roofing company,0.6742644309997559,0.714449405670166,1,0,0,2
17141,roofing companies ponca city,roof repair service,0.6496132612228394,0.7686781883239746,0,0,1,2
17142,mccoy roofing company,+roofing +company +service,0.7084945440292358,0.7982844114303589,0,0,1,2
17143,architectural shingles,roofing companies near me,0.5458370447158813,0.6017597317695618,1,0,0,1
17144,bartlesville roofing,home roofing contractor,0.6515178084373474,0.7205092906951904,1,0,0,2
17145,goodman roofing,+roofing +contractor +service,0.6092327237129211,0.721912145614624,0,0,1,2
17146,claremore roofing company,roofers in claremore ok,0.8450379371643066,0.792578935623169,0,1,0,1
17147,accurate roofing tulsa,roofing company in tulsa ok,0.7218655347824097,0.6830847263336182,0,0,1,2
17148,tulsa roofing,roofing contractor around me,0.5476619005203247,0.7422924041748047,0,0,1,2
17149,shelton hines roofing,roofing contractor service,0.6042472124099731,0.6928526759147644,0,0,1,2
17150,roof repairs,fast roof repair,0.8026342988014221,0.8667983412742615,0,1,0,2
17151,roofco inc,roofers near me,0.620590329170227,0.8214635252952576,1,0,0,2
17152,torch roofing,roofers near me,0.523414134979248,0.632743775844574,1,0,0,2
17153,dwelling roof replacement,home roof replacement,0.8859063386917114,0.734127402305603,0,1,0,2
17154,h&f roofing,home roofing company,0.7944228649139404,0.7985360622406006,0,0,1,2
17155,roofer near me,roof installation company,0.6460825800895691,0.7835197448730469,0,1,0,2
17156,greenfield roofing,roofing companies near me,0.5971968173980713,0.6568698883056641,1,0,0,2
17157,modern roofing,roof repair services,0.6876273155212402,0.7333704829216003,1,0,0,1
17158,best roofing companies near me,top roofers near me,0.6677004098892212,0.8160744905471802,0,1,0,2
17159,roofing companies near me now,residential roofing contractor,0.6853158473968506,0.8925513029098511,1,0,0,2
17160,bone dry roofing,home roofing contractor,0.5249970555305481,0.6002975702285767,1,0,0,2
17161,power roofing,residential roofing company,0.6116806864738464,0.660286009311676,1,0,0,2
17162,bone dry roofing,roofing company in my area,0.5161930322647095,0.6002975702285767,1,0,0,2
17163,heartland roofing,roofing contractor service,0.5965745449066162,0.7287644147872925,0,0,1,1
17164,roof wizard,roof installation company,0.5619602203369141,0.6432613730430603,1,0,0,2
17165,b&b roofing company,+roofing +company +service,0.8027932047843933,0.8767530918121338,0,0,1,2
17166,how much does it cost to replace a roof on a 2200 square foot house,+house +roof +replacement,0.6496191024780273,0.5750999450683594,1,0,0,2
17167,quick roof repairs,roof repair company,0.6544761657714844,0.7812870740890503,1,0,0,2
17168,roofle roofing,roofing company service,0.6032094955444336,0.6826678514480591,0,0,1,2
17169,turnkey roofing noble ok,+roofing +contractor +service,0.6580251455307007,0.7380965352058411,0,0,1,2
17170,how much is it to put a roof on a house,+house +roofing +quote,0.6368550062179565,0.6297757625579834,0,1,0,2
17171,government assistance roof repair,roofing payment plans,0.6424568891525269,0.7713916301727295,1,0,0,2
17172,allstate roof coverage,roof installation company,0.6736137866973877,0.6411036252975464,1,0,0,2
17173,brahma roofing & construction,residential roofing company,0.5914934873580933,0.6334972977638245,1,0,0,2
17174,roofer stillwater ok,good roofing company,0.6346228122711182,0.69102942943573,0,0,1,2
17175,drroof,local residential roofers,0.1441893726587295,0.19944988191127777,0,0,1,2
17176,roofing contractors ponca city ok,home roofing contractor,0.740662693977356,0.7841041088104248,0,0,1,2
17177,roofer tulsa ok,+house +roof +repair,0.580846905708313,0.757962167263031,0,0,1,2
17178,newview roofing,roof replacement company,0.692283034324646,0.743607759475708,0,0,1,2
17179,ellsworth construction tulsa ok,roofing contractor in tulsa,0.6765929460525513,0.5142355561256409,1,0,0,2
17180,5 sons roofing,home roofing contractor,0.6128010153770447,0.6643211841583252,1,0,0,2
17181,roofing tulsa ok,residential roofing company,0.6186490058898926,0.705507218837738,0,0,1,2
17182,roofers in enid ok,roof installation company,0.667495608329773,0.7394006252288818,0,0,1,2
17183,how much does it cost to replace a roof on a 2000 square foot house,+house +roof +replacement,0.6285948753356934,0.5722503662109375,1,0,0,2
17184,mrc roofing,roof repair company,0.6045880913734436,0.6710582971572876,1,0,0,2
17185,max roofing,roof repair company,0.642681360244751,0.7621027231216431,0,0,1,2
17186,composite shingle,roofing company in my area,0.43426713347435,0.5108050107955933,1,0,0,2
17187,aia roofing,residential roofing contractor,0.6243315935134888,0.7300913333892822,1,0,0,1
17188,nathan's roofing,roofing company service,0.6695831418037415,0.76556396484375,0,0,1,1
17189,sun roof repair near me,roof repair,0.739653468132019,0.7365883588790894,0,0,1,2
17190,nortons roofing,roof repair services,0.7035408020019531,0.7396954298019409,1,0,0,2
17191,stop leak for roof,+roof +leak +repair,0.7760056257247925,0.5718474388122559,0,1,0,2
17192,roof replacement information,roof repair free estimate,0.6213265657424927,0.8201507329940796,1,0,0,2
17193,rescom roofing & construction,roofing company in my area,0.6567131876945496,0.7310848236083984,1,0,0,2
17194,dry rot repair near me,roof repair services,0.5102317333221436,0.47402089834213257,1,0,0,2
17195,cone roofing,licensed roofing company,0.5022680759429932,0.6150128245353699,0,0,1,2
17196,h & h roofing,roofing contractor service,0.666716456413269,0.8045555353164673,0,0,1,2
17197,roofer nearby,roofing company near me,0.6818252205848694,0.7572022080421448,0,1,0,2
17198,omaha roofing companies,+roof +replacement +company,0.6114675402641296,0.7799078226089478,0,0,1,2
17199,residential roof maintenance near me,residential roofing company,0.7674320340156555,0.7713048458099365,1,0,0,2
17200,conner roofing,roofing companies near me,0.636986255645752,0.7127209901809692,1,0,0,2
17201,composite asphalt shingles,roofing company in my area,0.4843754768371582,0.5411487817764282,1,0,0,2
17202,tulsa roofing installation,roof repair contractor tulsa,0.769025444984436,0.585111141204834,0,1,0,2
17203,montoya roofing,residential roofing contractor,0.5252466797828674,0.6588895320892334,1,0,0,1
17204,spanish tile roof maintenance,house roof repair,0.6253880262374878,0.5871590375900269,0,0,1,2
17205,powel and sons,roof installation company,0.1813192665576934,0.1778811812400818,1,0,0,2
17206,terrys roofing,+roofing +company +service,0.6971094608306885,0.7615742683410645,0,0,1,2
17207,buckley roofing wichita,roof repair specialist,0.5165325403213501,0.6802144646644592,0,0,1,2
17208,alpha roof,roofing company service,0.4524407982826233,0.5778638124465942,0,0,1,2
17209,hover roofing,roofing companies near me,0.6088367700576782,0.6424963474273682,1,0,0,1
17210,repair roofing shingles,roof repair,0.7854253053665161,0.6594459414482117,0,0,1,2
17211,ark roofing company,house roofing company,0.8349923491477966,0.8264682292938232,0,0,1,2
17212,bundle of shingles,residential roofing contractor,0.3132963180541992,0.4051452875137329,1,0,0,2
17213,roof patch repair,roof repair,0.8722913265228271,0.7321696281433105,0,1,0,2
17214,free roof estimate near me,roofing contractor in my area,0.6377174854278564,0.8270267248153687,0,0,1,2
17215,ceramic roofing tiles,+house +tile +roofing,0.6908046007156372,0.5306137204170227,0,0,1,2
17216,bbb roofing companies,+roofing +company +service,0.719953179359436,0.7906736731529236,0,0,1,2
17217,tulsa stucco,roofers in tulsa,0.5971839427947998,0.5083760619163513,1,0,0,2
17218,roof leaking after heavy rain,roof repair near me,0.4572579562664032,0.5072046518325806,1,0,0,2
17219,gaf residential roofing,+gaf +roofing +company,0.7976224422454834,0.7240375280380249,0,0,1,2
17220,j and j roofing,top roofing company,0.664656400680542,0.7503092288970947,0,0,1,1
17221,arrowwood roofing,roof repair tulsa,0.5896168947219849,0.6337305307388306,1,0,0,2
17222,different roof styles,roof installation company,0.6112451553344727,0.6238515377044678,1,0,0,2
17223,affordable roofing tulsa,roof repair tulsa,0.8002396821975708,0.6832698583602905,0,0,1,2
17224,dabella exteriors,residential roofing company,0.1598901152610778,0.20592710375785828,1,0,0,2
17225,tulsa insulation contractors,roofers in tulsa,0.7096158266067505,0.569355845451355,1,0,0,2
17226,sports minded roofing,residential roofing company,0.6753100156784058,0.7380456328392029,1,0,0,1
17227,red dirt roofing tulsa,roof installation contractor,0.4947110116481781,0.6112549304962158,0,0,1,2
17228,roofing estimate for 1200 sq ft house,home roof installation,0.6151460409164429,0.6903983354568481,0,0,1,2
17229,miller roofing company,residential roofing company,0.771334171295166,0.8184211254119873,1,0,0,2
17230,free roofing estimate,roofing company estimate,0.7957150936126709,0.8492197394371033,0,0,1,2
17231,sealing roof leaks from inside,+roof +leak +repair,0.6557472944259644,0.46524494886398315,0,0,1,2
17232,honest abe roofing,home roofing contractor,0.5702791810035706,0.7021194696426392,1,0,0,1
17233,bixby roofers,find roofers near me,0.6174932718276978,0.671306848526001,0,0,1,2
17234,cost of roof replacement,+home +roof +replacement,0.6546579599380493,0.6413066983222961,0,0,1,2
17235,amigos roofing ada ok,roof repair service,0.5764413475990295,0.6828368902206421,0,0,1,2
17236,asphalt shongles,home roof replacement,0.1024500876665115,0.4021438956260681,1,0,0,2
17237,m&f roofing,roofing contractor company,0.6931159496307373,0.7667568922042847,0,0,1,1
17238,gaf roofing contractors,roofing company in my area,0.7314332723617554,0.8254486322402954,1,0,0,2
17239,roof leak repair,roof repair in my area,0.6716446280479431,0.6362377405166626,0,1,0,2
17240,mitten roofing and restoration llc,roof installation company,0.7448805570602417,0.7254980206489563,0,0,1,2
17241,ark roofing tulsa,roofing company in tulsa ok,0.7763134837150574,0.6862056851387024,0,0,1,2
17242,top roofing companies near me,top roofing company,0.875828742980957,0.8355504274368286,0,1,0,2
17243,fix missing roof shingles,damaged roof repair,0.6782349348068237,0.6025620698928833,0,0,1,2
17244,shew roofing,roofers in tulsa,0.6128251552581787,0.6996150016784668,1,0,0,1
17245,best roofers in tulsa oklahoma,roof repair tulsa county,0.7615050077438354,0.6849172115325928,0,1,0,2
17246,roofing companies in tulsa,roofing companies near me,0.7879505157470703,0.7505784034729004,0,0,1,2
17247,mccann roofing,roofing company in my area,0.6927546262741089,0.7416845560073853,0,0,1,2
17248,dobson roofing,roofing companies near me,0.6261984705924988,0.6568259000778198,1,0,0,2
17249,best gutter companies,roofing companies near me,0.5623486042022705,0.4997694194316864,1,0,0,2
17250,repair roof shingles leaking,emergency roof repair,0.6089774370193481,0.5649296045303345,0,0,1,2
17251,roofer guthrie,residential roofing company,0.4150350987911224,0.5211542248725891,1,0,0,2
17252,keller roofing company,+roofing +contractor +service,0.6257013082504272,0.8052049875259399,0,0,1,2
17253,payless roofing,home roofing contractor,0.6284218430519104,0.7259419560432434,0,0,1,2
17254,replace roofing costs,+house +roof +replacement,0.6736200451850891,0.6880854964256287,0,0,1,2
17255,gaf limited lifetime shingles,roof installation company,0.3894127905368805,0.42680254578590393,1,0,0,2
17256,western roofing,roofers near me,0.6430221796035767,0.7192410230636597,1,0,0,2
17257,sunroof repair near me,roof repair near me,0.6297122240066528,0.49476319551467896,1,0,0,2
17258,roofing contractors oklahoma,residential roofing company,0.7176064252853394,0.7956445813179016,1,0,0,2
17259,outreach roofing and construction,house roof repair,0.6512062549591064,0.7676701545715332,0,0,1,1
17260,blue roof near me,roofing company in my area,0.5532954931259155,0.5716694593429565,1,0,0,2
17261,sager roofing,residential roofing contractor,0.5457923412322998,0.6560572385787964,1,0,0,2
17262,standing seam roofing,roof installation company,0.5549068450927734,0.8628416061401367,1,0,0,2
17263,mcintosh roofing,roofing contractor service,0.545895516872406,0.6805485486984253,0,0,1,2
17264,roof salesman,roof repair company,0.7751553654670715,0.8176921606063843,1,0,0,2
17265,meta roof,residential roofing company,0.4934284090995788,0.643780529499054,1,0,0,2
17266,t town roofing tulsa,+roofer +in +tulsa,0.7672975063323975,0.7123887538909912,0,0,1,2
17267,heritage asphalt shingles,roofing company in my area,0.5136168599128723,0.5392343997955322,1,0,0,2
17268,d&k roofing,+roofing +contractor +service,0.636511504650116,0.7315257787704468,0,0,1,2
17269,tulsa roofer,+house +roof +repair,0.555895209312439,0.688280463218689,0,0,1,2
17270,roofing contractors near me,residential roofing company,0.7810748815536499,0.8719033002853394,0,1,0,2
17271,roofers in owasso,roofing in owasso,0.90264630317688,0.675731360912323,0,1,0,2
17272,roofing companies,residential roofing contractor,0.7325012683868408,0.9120641350746155,1,0,0,2
17273,roffing,home roofing,0.2610266506671905,0.2954482436180115,0,1,0,2
17274,roofing companies,roofing company in my area,0.912816286087036,0.9120641350746155,0,1,0,2
17275,first class roofing,licensed roofing company,0.6609657406806946,0.7219302654266357,0,0,1,2
17276,roofers in tulsa,+roof +repair +roofers,0.6953543424606323,0.7575472593307495,0,0,1,2
17277,oklahoma roofing company,licensed roofing company,0.7656605243682861,0.8249515295028687,0,0,1,2
17278,best roofing companies tulsa,roof repair contractor tulsa,0.8298434615135193,0.6975908279418945,0,1,0,2
17279,plumb genius tulsa,roofers in tulsa,0.5064840912818909,0.29514259099960327,1,0,0,2
17280,best roofers in tulsa,roofers in tulsa OK,0.8968024253845215,0.6824570894241333,0,1,0,2
17281,true seal roofing,roofing company service,0.5147404670715332,0.5765522718429565,0,0,1,2
17282,basement waterproofing services in my vicinity,roofing company in my area,0.4963081479072571,0.4312310814857483,1,0,0,2
17283,solar roofing companies near me,+roofing +company +near +me,0.6317155957221985,0.694594144821167,0,0,1,2
17284,ridgeline roofing company,roofing companies near me,0.7701689600944519,0.7988110184669495,1,0,0,2
17285,what insurance covers roof replacement,damaged roof repair,0.5685825347900391,0.6774951219558716,1,0,0,2
17286,tulsa roofing,home roofing company,0.6748232841491699,0.7422924041748047,0,0,1,2
17287,roofing companies in stillwater ok,roofing companies near me,0.8307758569717407,0.7750993371009827,0,0,1,2
17288,peak to peak roofing,roofing contractor service,0.5812374353408813,0.6430653929710388,0,0,1,2
17289,best roof for high winds,roofing company in my area,0.4927836656570434,0.5208244919776917,1,0,0,2
17290,decra shingles,home roof replacement,0.2625045776367187,0.3769688606262207,1,0,0,2
17291,roof rates,+roofing +quote,0.6970231533050537,0.768295168876648,0,1,0,2
17292,alpha roofing tulsa,roofing company in my area,0.6564085483551025,0.7020176649093628,0,0,1,2
17293,roofing companies in tulsa ok,best roofing contractor,0.6469718813896179,0.7444405555725098,0,0,1,2
17294,tj roofing,roof repair services,0.6875829696655273,0.7496650218963623,1,0,0,2
17295,how much does a new roof cost for a 1000 square foot house,new house roofing,0.6344512104988098,0.5142589807510376,0,0,1,2
17296,goodwin roofing,roof repair company,0.6388077735900879,0.7123337984085083,1,0,0,2
17297,next generation roofing moore ok,residential roofing company,0.6354904770851135,0.7077516317367554,0,0,1,2
17298,roof damage repair,roof repair in my area,0.7911505103111267,0.760403037071228,0,1,0,2
17299,river city roofing,roofing company service,0.584352970123291,0.6565089225769043,0,0,1,2
17300,best roof replacement company,+roof +replacement +company,0.7589409351348877,0.7317459583282471,0,0,1,2
17301,power roofing,roof installation company,0.6190841197967529,0.660286009311676,1,0,0,2
17302,esp roofing,roofing contractor service,0.6142603158950806,0.6705809831619263,0,0,1,2
17303,roof repair garland,roof repair in my area,0.631352424621582,0.6446341872215271,0,0,1,2
17304,modern house roofing,roof installation company,0.6586745977401733,0.7037070393562317,1,0,0,2
17305,centralstatesmfg,roofing companies near me,0.0784409716725349,0.19789542257785797,1,0,0,2
17306,dm roofing,roofing companies near me,0.6715803146362305,0.7403283715248108,1,0,0,2
17307,one click roof estimate,online roofing estimate,0.7815862894058228,0.7797789573669434,0,0,1,2
17308,highland roofing company,+roofing +company +service,0.7422497272491455,0.8328522443771362,0,0,1,2
17309,roofers tulsa,roofing contractor company,0.6453313231468201,0.7313355207443237,0,0,1,2
17310,roofing broken arrow ok,+roofing +contractor +service,0.4038218855857849,0.5881268382072449,0,0,1,2
17311,owasso roofing companies,roofing contractor around me,0.5405251979827881,0.7501243352890015,0,0,1,2
17312,roof leak repair,roof repair tulsa,0.6668630838394165,0.6362377405166626,1,0,0,2
17313,roofing broken arrow ok,local roofer,0.5075562000274658,0.5881268382072449,0,0,1,2
17314,tulsa roof inspection,roof damage inspection,0.6725961565971375,0.6103938817977905,0,0,1,2
17315,tulsa roof inspection,roof repair inspection,0.7373870611190796,0.6103938817977905,0,0,1,2
17316,roof leaking but shingles look good,house roof repair,0.570579469203949,0.5002196431159973,0,0,1,2
17317,reach roofing,home roofing contractor,0.6722282767295837,0.7299089431762695,1,0,0,2
17318,roofing companies near me free estimates,residential roofing company,0.6276980638504028,0.8204070329666138,1,0,0,2
17319,lrc roofing,roofing companies near me,0.5999372005462646,0.6547576189041138,1,0,0,2
17320,rainbow roofing,roofing company in my area,0.553984522819519,0.609995424747467,1,0,0,2
17321,roofing repair solutions,roof repair,0.8550844192504883,0.7427493333816528,0,0,1,2
17322,weathertech roofing,roofers near me,0.6358275413513184,0.7701146602630615,1,0,0,1
17323,barker roofing,roof installation company,0.6959198713302612,0.7446715831756592,1,0,0,2
17324,heritage roof,home roofing contractor,0.5456374883651733,0.669825553894043,1,0,0,2
17325,local roofers near me,roofers in my area,0.9184081554412842,0.8300408124923706,0,1,0,2
17326,slate roof tiles,roofing company in my area,0.4896197319030761,0.5245654582977295,1,0,0,2
17327,red's roofing,roof repair company,0.6377257108688354,0.6964471340179443,1,0,0,1
17328,roof repair free estimate,roof repair free estimate,0.9999999403953552,0.7532837390899658,0,1,0,0
17329,tecta roofing company,residential roofing company,0.7564396858215332,0.7705329060554504,1,0,0,2
17330,knights roofing,roof repair company,0.5482625365257263,0.6351785063743591,1,0,0,2
17331,residential roofers,home roofing,0.8376665115356445,0.8846272826194763,0,1,0,2
17332,how much does it cost to get a roof,residential roofing company,0.4222763180732727,0.6319472789764404,1,0,0,2
17333,arma roofing,roof installation company,0.6534969806671143,0.7115048170089722,1,0,0,2
17334,infinite roofing,roofing companies near me,0.5828436613082886,0.6839911937713623,1,0,0,2
17335,residential roof inspection form,residential roofing contractor,0.6474884748458862,0.6357331871986389,1,0,0,2
17336,crossroad roofing,roofers near me,0.5224789381027222,0.6487441062927246,1,0,0,2
17337,roof repair broken arrow,good roofing company,0.3724806904792785,0.5112135410308838,0,0,1,2
17338,roofing contractors grove ok,+roofing +general +contractor,0.6397265791893005,0.7528021335601807,0,0,1,2
17339,roofing company broken,residential roofing company,0.6727160215377808,0.6966183185577393,1,0,0,2
17340,mr 24 roof,roof installation company,0.5062617063522339,0.5608419179916382,1,0,0,2
17341,rooster roofing,residential roofing company,0.491191416978836,0.6066854596138,1,0,0,2
17342,roofers direct,roof repair roofers,0.7644785642623901,0.8167877197265625,0,0,1,2
17343,a and j roofing,home roofing contractor,0.6219149231910706,0.7319117784500122,1,0,0,2
17344,roof for less,roofers near me,0.5332510471343994,0.7233009338378906,1,0,0,2
17345,roofestimators com,online roofing estimate,0.7111037373542786,0.763312578201294,0,0,1,2
17346,mr plank,roof repair services,0.0851242914795875,0.18706879019737244,1,0,0,2
17347,the best roofers near me,roofing company near me,0.861721396446228,0.8340457677841187,0,1,0,2
17348,roofing your house,home roof replacement,0.7635993361473083,0.7106303572654724,0,1,0,2
17349,wind damage roof,wind damage roof,1.0000001192092896,0.619874119758606,0,1,0,0
17350,certainteed designer shingles,roof installation company,0.5465429425239563,0.5678181648254395,1,0,0,2
17351,music city roofers,roof repair roofers,0.6934426426887512,0.6852554082870483,0,0,1,2
17352,roofing companies lancaster,roof repair company,0.709918737411499,0.7602598071098328,0,0,1,2
17353,oklahoma roofing associates,home roofing contractor,0.6465492248535156,0.8198445439338684,0,0,1,2
17354,fascia repairs near me,roofers near me,0.3745636343955993,0.4415227770805359,1,0,0,2
17355,capps roofing,home roofing contractor,0.5652461051940918,0.6472019553184509,1,0,0,2
17356,jps roofing,+roofing +contractor +service,0.6391212940216064,0.7077999711036682,0,0,1,2
17357,laminate roofing,residential roofing company,0.5410188436508179,0.6123583316802979,1,0,0,2
17358,habitat roofing,roofing companies near me,0.5780009031295776,0.6353534460067749,0,0,1,2
17359,viking roofing and construction,roofing companies near me,0.6003168225288391,0.6536250114440918,1,0,0,2
17360,roof restoration,damaged roof repair,0.8015187978744507,0.7462294101715088,0,1,0,2
17361,german roofing company,roofing companies near me,0.7148683071136475,0.8270215392112732,0,0,1,2
17362,ceiling leaking water,damaged roof repair,0.3146594762802124,0.31519797444343567,1,0,0,2
17363,rocco roofing company,roofing companies near me,0.7191874980926514,0.8030604720115662,0,0,1,2
17364,roofology,residential roofing contractor,0.6696462631225586,0.7530434131622314,1,0,0,1
17365,britton roofing,residential roofing contractor,0.5967552661895752,0.7261605262756348,1,0,0,2
17366,roof replacement cost tulsa,house roof replacement,0.558387041091919,0.5779901742935181,0,0,1,2
17367,cost of reroofing house,+house +roof +replacement,0.4075250625610351,0.2894684374332428,0,0,1,2
17368,mule hide roofing,home roof replacement,0.4710338115692138,0.543976902961731,1,0,0,2
17369,medina roofing,roof repair company,0.5958310961723328,0.6772477030754089,1,0,0,2
17370,san marcos roofing companies,+roofing +company +service,0.7113873958587646,0.7570566534996033,0,0,1,2
17371,seminole roofing,+roofing +contractor +service,0.562019944190979,0.7097736597061157,0,0,1,1
17372,how much does a roof replacement cost,+house +roof +replacement,0.6319584846496582,0.6491142511367798,0,0,1,2
17373,forest roofing,roofing companies near me,0.5952783226966858,0.5780754685401917,1,0,0,2
17374,roofing contractors near me,home roofers in my area,0.8323172330856323,0.8719033002853394,0,1,0,2
17375,trident roofing,roofing companies near me,0.6378079056739807,0.698584794998169,1,0,0,2
17376,roofer in claremore,roofing in claremore,0.8584908246994019,0.7282429933547974,0,1,0,2
17377,certainteed grand manor installation,home roof installation,0.3782861232757568,0.3845684826374054,0,0,1,2
17378,malarkey shingle,home roofing contractor,0.2391522377729416,0.33588603138923645,1,0,0,2
17379,cmr roofing and construction,roofers near me,0.5151171684265137,0.6723376512527466,1,0,0,2
17380,near me roofing finance,roofing companies near me,0.7975082397460938,0.8019972443580627,1,0,0,2
17381,roofers stockton,roof repair near me,0.5530243515968323,0.6285344362258911,1,0,0,2
17382,all star roofing,residential roofing company,0.6783890724182129,0.7488632202148438,1,0,0,1
17383,roofer claremore,roof repair company,0.5776522755622864,0.6092333793640137,0,0,1,2
17384,roofer claremore,roofing company service,0.5271174907684326,0.6092333793640137,0,0,1,2
17385,free roofing inspection,roof repair inspection,0.7611802816390991,0.639512300491333,0,0,1,2
17386,roof estimate per square foot,home roof replacement,0.530605673789978,0.7079597115516663,1,0,0,2
17387,guthrie roofing,local residential roofers,0.7164556980133057,0.7234060168266296,0,0,1,2
17388,laminated roof shingles,home roofing contractor,0.5172704458236694,0.6140854358673096,1,0,0,2
17389,3000 sq ft roof replacement cost,+house +roof +replacement,0.6120070219039917,0.6075940132141113,0,0,1,2
17390,roofing faq,damaged roof repair,0.5673958659172058,0.7256084680557251,1,0,0,2
17391,mike's roofing,residential roofing company,0.6877932548522949,0.7625437378883362,1,0,0,1
17392,western roofing,residential roofing company,0.6854912042617798,0.7192410230636597,1,0,0,2
17393,how much does it cost to replace a roof on a 2 000 square foot house,+house +roof +replacement,0.6199967265129089,0.5539114475250244,0,0,1,2
17394,roof leakage solution,damaged roof repair,0.6023721098899841,0.5671377182006836,1,0,0,2
17395,aztec roofing,+roof +replacement +company,0.5448257923126221,0.6818686127662659,0,0,1,2
17396,alameda roofing,roof repair services,0.6130220890045166,0.6990079283714294,1,0,0,2
17397,roof repair estimate,roof repair free estimate,0.8497631549835205,0.7358403205871582,0,1,0,2
17398,hutton roofing,roofing contractor service,0.5914286375045776,0.7228450775146484,0,0,1,2
17399,roofers claremore,roof replacement company,0.6013489961624146,0.6784870624542236,0,0,1,2
17400,pat's roofing,residential roofing company,0.6941783428192139,0.7467323541641235,1,0,0,2
17401,composition roof,roof installation company,0.5809627175331116,0.6953867077827454,1,0,0,2
17402,peak 2 peak roofing company,roof installation company,0.7904058694839478,0.8123874664306641,0,0,1,2
17403,sycamore roofing choctaw ok,certified roofing company,0.4956552386283874,0.5584944486618042,0,0,1,2
17404,new roof home value,home roof replacement,0.6802893280982971,0.6300597190856934,1,0,0,2
17405,rebates for new roof,roof installation company,0.5325298309326172,0.6220728158950806,1,0,0,2
17406,ray's roofing,roof repair near me,0.6390056610107422,0.7511824369430542,1,0,0,2
17407,replacement fascia,roof repair services,0.2409730553627014,0.34257474541664124,1,0,0,2
17408,who regulates roofing companies,residential roofing company,0.6944021582603455,0.7023591995239258,1,0,0,2
17409,gaf repair pro,residential roof repair,0.2863063216209411,0.33925849199295044,0,0,1,2
17410,thermal imaging roof inspection,roof repair inspection,0.7161371111869812,0.4909295439720154,0,0,1,2
17411,montoya roofing,residential roofing company,0.556632936000824,0.6588895320892334,1,0,0,1
17412,rrs roofing,roof installation company,0.6282930374145508,0.6448318958282471,1,0,0,2
17413,red shingles,roofing companies near me,0.2990328669548034,0.36326777935028076,1,0,0,2
17414,roofing companies and insurance claims,roofing companies near me,0.6605508327484131,0.6891666054725647,1,0,0,2
