,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
12285,cost per square foot to replace a roof,home roof replacement,2,0.6166295409202576,0,0,1
12286,claremore roofer,roof installation company,2,0.6371830701828003,0,0,1
12287,cheep roof,home roof replacement,2,0.4885979890823364,1,0,0
12288,shingles company,roof installation company,2,0.719028115272522,1,0,0
12289,roofing financing near me,roof replacement financing,2,0.7527020573616028,0,0,1
12290,5 alarm roofing,roofing company service,2,0.5539814233779907,0,0,1
12291,muskogee roofers,residential roofing contractor,2,0.5601270198822021,1,0,0
12292,mathis roofing,roofers near me,2,0.5974213480949402,1,0,0
12293,roofing house service,home roofing,2,0.7985460162162781,0,1,0
12294,designer shingles,roof installation company,2,0.4957248568534851,1,0,0
12295,will insurance replace an old roof,home roof replacement,2,0.7086588144302368,0,0,1
12296,robbinsroofinginc com,+roof +replacement +company,2,0.24740159511566162,0,0,1
12297,tulsa roofing companies,roofing company in my area,2,0.7871770858764648,0,0,1
12298,tulsa roofing companies,+roofing +company +service,2,0.7067237496376038,0,0,1
12299,dale crampton roofing,residential roofing company,2,0.5891311168670654,0,0,1
12300,j and m roofing,roof installation company,2,0.7180191874504089,1,0,0
12301,empire roofing company,+roofing +company +service,2,0.7316608428955078,0,0,1
12302,monroe roofers,roofers near me,2,0.6932116746902466,1,0,0
12303,roof leak repair near me,damaged roof repair,2,0.6997424364089966,0,0,1
12304,infinity roofer,+roofing +company +service,2,0.5463535785675049,0,0,1
12305,chavez enterprises,roof installation company,2,0.37816122174263,1,0,0
12306,roof lines for house additions,roofing companies near me,2,0.5294657945632935,1,0,0
12307,roofing contractors in my area,roofers in my area,2,0.8784626722335815,0,1,0
12308,roofing work near me,roofing company near me,2,0.8932164907455444,0,1,0
12309,roofing depot,roof repair services,2,0.7403889894485474,1,0,0
12310,cost to replace 1200 sq ft roof,house roof replacement,2,0.6481331586837769,0,0,1
12311,done rite roofing,roof installation company,2,0.5497046113014221,1,0,0
12312,probuild broken arrow,roofers in broken arrow,2,0.3334401249885559,1,0,0
12313,p and g roofing,residential roofing company,2,0.6527926921844482,1,0,0
12314,rosehill roofing,roofing companies near me,2,0.643884539604187,1,0,0
12315,roofing companies in flagstaff az,house roofing company,2,0.7519198656082153,0,0,1
12316,mama bear roofing,home roofing contractor,2,0.5040160417556763,0,0,1
12317,roof replacement inc,+roof +replacement +company,2,0.8414876461029053,0,1,0
12318,dekoven roofing,roof installation company,2,0.6200230121612549,1,0,0
12319,s&j roofing,residential roofing contractor,2,0.590695321559906,1,0,0
12320,brahma roofing & construction,residential roofing contractor,2,0.5913824439048767,1,0,0
12321,everseal roofing,roof repair services,2,0.6390904188156128,1,0,0
12322,easy roofs,roofing company in my area,2,0.550455629825592,1,0,0
12323,roofers near me,roofer company,2,0.7618099451065063,0,1,0
12324,house roofing company,house roofers,0,0.77691650390625,0,1,0
12325,smith roofing,home roofing contractor,2,0.6212230920791626,0,0,1
12326,best roofing contractor near me,roofers in my area,2,0.7765517234802246,0,1,0
12327,cbr roofing,roofing companies near me,2,0.5793582797050476,0,0,1
12328,roofers in miami ok,roof repair service,2,0.654643714427948,0,0,1
12329,storm damage company,roof repair services,2,0.6123552322387695,1,0,0
12330,fairway roofing owasso ok,+roofing +company +service,2,0.5192779302597046,0,0,1
12331,what happens if a roof fails inspection,roof damage inspection,2,0.6488284468650818,0,0,1
12332,roof repair claremore ok,roof repair near me,2,0.7312522530555725,0,0,1
12333,mission roofing,roofing contractor company,1,0.6461939811706543,0,0,1
12334,maupin roofing,roof repair company,1,0.5829833745956421,1,0,0
12335,top balance roofing,roofing company in my area,2,0.5306133031845093,1,0,0
12336,shingle system,roof installation company,2,0.5008350610733032,1,0,0
12337,wisdom roofing tulsa,roofing contractor in tulsa ok,2,0.7255085706710815,0,0,1
12338,remi roofing,roof repair specialist,2,0.5769492387771606,0,0,1
12339,ez roof,roofing companies near me,2,0.48547685146331787,1,0,0
12340,roofer oklahoma,residential roofing contractor,2,0.5649798512458801,1,0,0
12341,roofers tulsa ok,house roof installation,2,0.49206969141960144,0,0,1
12342,roofers tulsa ok,roofers near me,2,0.7690107822418213,0,0,1
12343,roughneck roofing,residential roofing contractor,1,0.5240775346755981,1,0,0
12344,roofing ada ok,residential roofing company,2,0.5499600172042847,0,0,1
12345,alc roofing,roof repair services,2,0.5659181475639343,1,0,0
12346,afr roofing,roofing companies near me,2,0.6210530996322632,1,0,0
12347,roofing service company,roofing company,2,0.9563392996788025,0,1,0
12348,roofing company bixby,roof repair in bixby,2,0.7949448823928833,0,1,0
12349,oc oakridge shingles,roofing companies near me,2,0.47053468227386475,1,0,0
12350,roofing contractors bartlesville ok,roofing companies near me,2,0.7140049934387207,0,0,1
12351,allstate roof surfaces extended coverage,damaged roof repair,2,0.4998762905597687,1,0,0
12352,palapa repair,damaged roof repair,2,0.47096532583236694,1,0,0
12353,roofing in tulsa ok,+roof +replacement +company,2,0.5913985967636108,0,0,1
12354,new roof bixby,roof repair in bixby,2,0.7611103057861328,0,1,0
12355,shake roof shingles,home roofing contractor,2,0.4289487600326538,1,0,0
12356,nick roofing,roof installation company,2,0.5568400621414185,0,0,1
12357,cool roofs,roofing company in my area,2,0.5504236221313477,1,0,0
12358,ariat roofing,residential roofing company,2,0.6184594035148621,1,0,0
12359,will homeowners insurance pay for a new roof,roofing payment plans,2,0.5865070223808289,1,0,0
12360,rightway roofing company,residential roofing company,2,0.7654093503952026,1,0,0
12361,gabriel roofing,roofing companies near me,2,0.552518904209137,1,0,0
12362,leaking tile roof repair,damaged roof repair,2,0.7052987813949585,0,0,1
12363,four leaf roofing,home roofing contractor,2,0.46169358491897583,1,0,0
12364,top roofers near me,roofers near me,0,0.9190564155578613,0,1,0
12365,rafter repair,damaged roof repair,2,0.6274200677871704,1,0,0
12366,barton roofing,roofers near me,2,0.6272702217102051,1,0,0
12367,malarkey roofing shingles,roofers near me,2,0.5583341717720032,1,0,0
12368,lm roofing & construction,roofers near me,2,0.6190370917320251,1,0,0
12369,roof financing options,roofing financing,2,0.905541181564331,0,1,0
12370,protect roofing company,home roofing contractor,2,0.6219819784164429,0,0,1
12371,joostens roofing,roof repair company,2,0.71515291929245,0,0,1
12372,does replacing a roof increase home value,home roof replacement,2,0.6952052116394043,0,0,1
12373,cost estimate to replace roof,+home +roofing +estimate,2,0.6568123698234558,1,0,0
12374,affordable roof,roofers near me,2,0.5634640455245972,1,0,0
12375,licensed home repair contractors near me,roofing company in my area,2,0.5914067029953003,1,0,0
12376,roof leak repair tulsa,roof repair in tulsa,2,0.8457889556884766,0,1,0
12377,new roof loan,home roof replacement,2,0.6751973628997803,1,0,0
12378,affordable roofing tulsa,roof repair contractor tulsa,2,0.7578386068344116,0,0,1
12379,best roofing tulsa,roof repair company,2,0.5920134782791138,0,0,1
12380,innovative roofing and restoration,roofers near me,2,0.5040105581283569,1,0,0
12381,roof repair in tulsa,roof repair service tulsa,2,0.9456691145896912,0,1,0
12382,online roofing estimates,online roofing estimate,2,0.9843310117721558,0,1,0
12383,owasso roofing companies,good roofing company,2,0.7481195330619812,0,0,1
12384,roofing broken arrow ok,roof installation company,2,0.484718382358551,0,0,1
12385,chamberlin roofing,roofing companies near me,2,0.5966575145721436,1,0,0
12386,bixby roofers,+roof +repair +company,2,0.6083368062973022,0,0,1
12387,roofing companies chickasha,roof installation company,2,0.7698972225189209,0,0,1
12388,norato roofing,roofers near me,2,0.5740064382553101,1,0,0
12389,estimate roof replacement,+house +roof +replacement,2,0.708031177520752,0,0,1
12390,complete roof replacement,roofing companies near me,2,0.5497699975967407,1,0,0
12391,farris roofing,local roofer,2,0.6441366672515869,0,0,1
12392,roof worx,roofing companies near me,2,0.5195584893226624,1,0,0
12393,tlc roofing,roofing companies near me,2,0.6123902797698975,0,0,1
12394,rollout roofing,roofing company in my area,2,0.5531400442123413,1,0,0
12395,mid century modern roof replacement,home roof replacement,2,0.8002466559410095,0,0,1
12396,roofco roofing,roof repair specialist,2,0.6544635891914368,0,0,1
12397,roofing corpus christi,roof repair specialist,2,0.48805421590805054,0,0,1
12398,roof repair broken arrow ok,roof repair expert,2,0.5514009594917297,0,0,1
12399,all phase roofing,residential roofing company,2,0.5932961702346802,1,0,0
12400,jae roofing,+roof +repair +company,2,0.6490757465362549,0,0,1
12401,roof repair claremore,roof repair,2,0.7792208194732666,0,0,1
12402,paramount roofing company,residential roofing company,2,0.7533043622970581,1,0,0
12403,residential shingles,home roofing contractor,2,0.5477319955825806,1,0,0
12404,best san antonio roofing companies,top roofing contractor,2,0.5838861465454102,0,0,1
12405,top tech roofing,roof repair company,2,0.7042208313941956,1,0,0
12406,k&m roofing,residential roofing company,1,0.7115024328231812,1,0,0
12407,fancy shingles,home roofing contractor,2,0.4008811116218567,1,0,0
12408,roofing contractor near me free estimates,free roof estimate,2,0.808276891708374,0,1,0
12409,do roofers need to come inside,damaged roof repair,2,0.3754010796546936,1,0,0
12410,fort smith roofing companies,house roof repair,2,0.494870126247406,0,0,1
12411,roofers in stillwater ok,+roofers +in +stillwater,0,0.8639779686927795,0,0,1
12412,roughneck roofing,roofing companies near me,1,0.5542596578598022,1,0,0
12413,standing seam roof,residential roofing company,2,0.5081650018692017,1,0,0
12414,maddog roofing,home roofing contractor,2,0.5420188903808594,0,0,1
12415,temporary leaking roof fix,emergency roof repair,2,0.7688559293746948,0,0,1
12416,water leaking from ceiling,damaged roof repair,2,0.28338757157325745,1,0,0
12417,baker roofing raleigh,residential roofing company,2,0.5713929533958435,1,0,0
12418,jackpot roofing,roof installation company,2,0.6133130788803101,0,0,1
12419,roofing contractor broken arrow,roofing contractor in broken arrow,2,0.7967545986175537,0,1,0
12420,tulsa awning,roofing company in tulsa,2,0.6141103506088257,1,0,0
12421,rooflinks,roof installation company,2,0.5889991521835327,1,0,0
12422,local roof repair,roof repair in my area,2,0.9396919012069702,0,1,0
12423,gaf truslate,roof installation company,2,0.11518003046512604,1,0,0
12424,new roof $99 a month,house roof replacement,1,0.582438588142395,0,0,1
12425,dun right roofing,roofing contractor service,1,0.551586389541626,0,0,1
12426,quick roof leak repair,+roof +leak +repair,2,0.7945008873939514,0,0,1
12427,veterans roofing company,residential roofing company,2,0.79636549949646,1,0,0
12428,loans for roof replacement,roof installation company,2,0.6096293926239014,1,0,0
12429,glidewell roof,roofers near me,2,0.5598386526107788,1,0,0
12430,curt hill tulsa,roofing company in tulsa,2,0.5145091414451599,1,0,0
12431,roco roofing,roof installation contractor,2,0.5977689027786255,0,0,1
12432,360 roofing,roofers near me,2,0.6194531917572021,1,0,0
12433,e z roofing & construction,+roof +replacement +company,2,0.6436260938644409,0,0,1
12434,asphalt shingles roofing,roof installation company,2,0.5961383581161499,1,0,0
12435,hardesty tulsa,roofing company in tulsa,2,0.5298722386360168,1,0,0
12436,roof leak finder,damaged roof repair,2,0.5057857036590576,1,0,0
12437,sullivan roofing,residential roofing contractor,2,0.5864766240119934,0,0,1
12438,sand springs roofing contractor,roofing companies near me,2,0.6083344221115112,0,0,1
12439,how much does a new roof cost on a house,home roof replacement,2,0.6793198585510254,0,0,1
12440,affordable roof repair,roofing company in my area,2,0.6586695909500122,1,0,0
12441,roofing repair services near me,roofing company near me,2,0.8755767941474915,0,1,0
12442,best local roofing contractor,roofers in my area,2,0.7515491247177124,0,1,0
12443,gonzalez roofing company,roofing contractor company,2,0.775596022605896,0,0,1
12444,roofing guys near me,roofing company near me,2,0.8068139553070068,0,1,0
12445,grace roofing eugene oregon,top roofing company,2,0.6583551168441772,0,0,1
12446,roof repair bixby ok,+roofing +company +bixby,2,0.7012948989868164,0,1,0
12447,acc roofing,roofing contractor company,1,0.620890736579895,0,0,1
12448,rogers roofing,+roofing +contractor +service,2,0.662734866142273,0,0,1
12449,roof repair cost less than insurance estimate,roof repair,2,0.556786060333252,0,0,1
12450,roofing stillwater,roofing companies near me,2,0.5975667238235474,0,0,1
12451,the best roofing company,residential roofing company,2,0.7930260896682739,1,0,0
12452,roofing stillwater,roofing contractor company,2,0.5472179055213928,0,0,1
12453,roof financing,roofing payment plans,2,0.8305596113204956,0,1,0
12454,prowest roofing,+roofing +contractor +service,2,0.6767300367355347,0,0,1
12455,roofun,roof installation company,2,0.5336098074913025,1,0,0
12456,roofing roofing companies,house roofers,2,0.6906337738037109,0,1,0
12457,angel roofing,roofing companies near me,2,0.6341262459754944,1,0,0
12458,dave davila roofing,home roofing contractor,2,0.6503848433494568,0,0,1
12459,roof shingles nearby,roofing company in my area,2,0.5462737679481506,1,0,0
12460,oklahoma roofer,roofing companies near me,2,0.5695997476577759,0,0,1
12461,roofing estimate per square,roofing quote,2,0.7030009627342224,0,0,1
12462,kelley roofing,residential roofing contractor,2,0.6188042163848877,1,0,0
12463,veterans roofing,residential roofing company,1,0.6577528715133667,1,0,0
12464,b roofing and building contractor,residential roofing company,2,0.6787787675857544,1,0,0
12465,heloc for new roof,roof replacement financing,2,0.5706605911254883,0,0,1
12466,roof it right,residential roofing contractor,2,0.3929426670074463,1,0,0
12467,roofing repair contractors near me,roof repair near me,2,0.8734173774719238,0,1,0
12468,re shingle roof,house roof replacement,2,0.6519299745559692,0,0,1
12469,residential roofer,home roofing,2,0.820279598236084,0,1,0
12470,roofing in stillwater,residential roofing contractor,2,0.5676084160804749,1,0,0
12471,roof waterproofing,residential roofing contractor,2,0.4426659345626831,1,0,0
12472,tulsa roofing companies,roof repair in tulsa,2,0.8543980121612549,0,1,0
12473,tulsa roofing companies,home roofing company,2,0.7647033929824829,0,0,1
12474,roof repairs near me,roofing contractor around me,2,0.6805588006973267,0,1,0
12475,oakland roofing companies,+roof +replacement +company,2,0.6340247392654419,0,0,1
12476,terrell roofing,roof installation company,2,0.7152693271636963,0,0,1
12477,tapered system for roofing,roof repair near me,2,0.45398688316345215,1,0,0
12478,t5 roofing,licensed roofing company,2,0.6275795698165894,0,0,1
12479,roof repair in bonita springs,roof repair in my area,2,0.7872081995010376,0,0,1
12480,roof leaks,roof repair near me,2,0.5754561424255371,1,0,0
12481,house roof,roofing companies near me,2,0.6011456251144409,1,0,0
12482,pbr panel near me,roofers near me,2,0.4001953601837158,1,0,0
12483,burggraf roofing tulsa,roofing contractor service,1,0.5419973134994507,0,0,1
12484,professional roof company,roofer contractor,2,0.7276788353919983,0,1,0
12485,roofers bartlesville,roofing company in my area,2,0.7200719714164734,0,0,1
12486,britton roofing,roof installation company,2,0.7088247537612915,1,0,0
12487,craig's roofing,roof repair services,2,0.7557235956192017,1,0,0
12488,cinch roofing,roofing company in my area,2,0.5179691314697266,1,0,0
12489,major league roofing,roof repair services,2,0.5957373380661011,1,0,0
12490,tt roofing,roof repair company,2,0.6256852149963379,1,0,0
12491,financing options for new roof,roofing financing,2,0.8504624366760254,0,1,0
12492,tusk roofing,roof repair company,1,0.47551530599594116,1,0,0
12493,roofing companies tulsa,+roof +repair +company,2,0.6490526795387268,0,0,1
12494,cna roofing,roofing contractor service,2,0.6089695692062378,0,0,1
12495,roof skin replacement,roofing companies near me,2,0.5125871300697327,1,0,0
12496,roofing contractors in tulsa ok,local residential roofers,2,0.725002646446228,0,0,1
12497,ozone roofing,roof repair services,2,0.4515020251274109,1,0,0
12498,roofing owasso ok,+roofing +contractor +in +owasso,2,0.8337132930755615,0,1,0
12499,roofing contractors in tulsa ok,roofing company in my area,2,0.7652707695960999,0,0,1
12500,top roofing companies near me,roofing company near me,2,0.9152669310569763,0,1,0
12501,hartman roofing,residential roofing company,2,0.6288813948631287,1,0,0
12502,becerra roofing,roofing contractor service,2,0.5582892894744873,0,0,1
12503,top roofing,roof repair service,2,0.6500588655471802,0,0,1
12504,rangers roofing,residential roofing contractor,2,0.553418755531311,1,0,0
12505,clear creek roofing,+roofing +contractor +service,2,0.5277026295661926,0,0,1
12506,do roofers replace fascia boards,roof repair near me,2,0.5079687237739563,1,0,0
12507,next day roofing,roofers near me,2,0.594510555267334,1,0,0
12508,composite tile roof,roofing company in my area,2,0.5174975395202637,1,0,0
12509,moore ok roofing,roofing companies near me,2,0.646825909614563,0,0,1
12510,24 7 roofing,residential roofing contractor,1,0.6541869640350342,1,0,0
12511,roofing company in houston,residential roofing company,2,0.8120021820068359,1,0,0
12512,best 3 tab asphalt shingles,roofing company in my area,2,0.4771008789539337,1,0,0
12513,am roofing company,residential roofing contractor,2,0.7534252405166626,1,0,0
12514,bloyer and sons,roof installation company,2,0.2504833936691284,1,0,0
12515,mark close roofing bartlesville ok,home roofing company,2,0.6716284155845642,0,0,1
12516,5 star roofers near me,residential roofing company,2,0.6672523021697998,1,0,0
12517,roofing contractors in tulsa,roofing companies near me,2,0.7045613527297974,0,0,1
12518,roof company,residential roofing company,2,0.8815094232559204,1,0,0
12519,roofers mcalester ok,residential roofing company,2,0.6243177652359009,0,0,1
12520,replacing fascia board,home roof replacement,2,0.3750080466270447,1,0,0
12521,roofing company with financing,roofing financing,2,0.8600555658340454,0,1,0
12522,foundation experts near me,roof repair near me,2,0.36705321073532104,1,0,0
12523,roofing fiberglass mesh,roof repair services,2,0.5038391351699829,1,0,0
12524,gaf roofing tiles,residential roofing contractor,2,0.4910408854484558,1,0,0
12525,marquette roofing,home roofing contractor,2,0.5924227833747864,0,0,1
12526,duckback roofing,residential roofing company,2,0.5154215693473816,1,0,0
12527,cornerstone roofing,roof repair company,2,0.6223374009132385,1,0,0
12528,alpha roofing and construction,roof installation company,2,0.5998678207397461,1,0,0
12529,roof leak repair company,+roof +leak +repair,2,0.7488840818405151,0,0,1
12530,woodland roofing,home roofing contractor,2,0.5540294647216797,0,0,1
12531,tulsa roof repair,fast roof repair,2,0.6477463245391846,0,0,1
12532,roofing contractors bartlesville ok,+roofing +general +contractor,2,0.6893919706344604,0,0,1
12533,west roofing companies,roofing companies near me,2,0.8433218002319336,0,0,1
12534,whole roof replacement,new roof installation,2,0.7593131065368652,0,1,0
12535,davinci slate roof installation,new roof installation,2,0.632800817489624,0,0,1
12536,sunken roof repair,house roof repair,2,0.6985964775085449,0,0,1
12537,jpa roofing llc,roof installation company,2,0.7552192211151123,1,0,0
12538,coryell roofing,roof installation company,2,0.6756519079208374,1,0,0
12539,coryell roofing,roofing companies near me,2,0.6580526828765869,1,0,0
12540,cougar roofing,roofers near me,2,0.5502289533615112,0,0,1
12541,everlasting roofing,roofing companies near me,2,0.6431151628494263,1,0,0
12542,cirsco roofing tampa,roofing company service,2,0.6128330230712891,0,0,1
12543,malarkey roofing shingles,roofing company in my area,2,0.5555700063705444,1,0,0
12544,roofing company tulsa ok,roofing company in my area,2,0.8277537822723389,0,0,1
12545,redbud roofing,roofing company in my area,2,0.5976268649101257,0,0,1
12546,10 best roofers in tulsa oklahoma,top roofing contractor,2,0.5802328586578369,0,0,1
12547,roofing companies with payment plans near me,+roofing +company +nearby,2,0.6590782403945923,1,0,0
12548,best roofers near me,roofer contractor,2,0.6427649259567261,0,1,0
12549,largest roofing companies in the us,top roofing company,2,0.7600228786468506,0,0,1
12550,f wave shingles,roofing companies near me,2,0.34939679503440857,1,0,0
12551,local roofing companies that finance,roofing payment plans,2,0.6834014654159546,1,0,0
12552,drew's roofing and contracting,+roofing +contractor +service,2,0.681411862373352,0,0,1
12553,state farm roof replacement,home roof replacement,2,0.7408705949783325,0,0,1
12554,barn roofers near me,roofing companies near me,2,0.684421718120575,0,0,1
12555,at what age should a roof be replaced,roof installation company,2,0.40465855598449707,1,0,0
12556,rufing,roofing companies near me,2,0.11887920647859573,1,0,0
12557,roof replacement near me,local residential roofers,2,0.6773179769515991,0,1,0
12558,repair roof leak from inside,damaged roof repair,2,0.6518720388412476,0,0,1
12559,jayco roof construction,roof installation company,2,0.6038941144943237,1,0,0
12560,worcester roofing companies,+roof +replacement +company,2,0.5694547891616821,0,0,1
12561,north roofing company,roofing companies near me,2,0.7797431349754333,1,0,0
12562,roof repair in tulsa,roof repair in tulsa,0,0.9999999403953552,0,1,0
12563,affordable roofers,residential roofing contractor,2,0.6556130647659302,1,0,0
12564,roofing companies north,local roofer,2,0.7082447409629822,0,0,1
12565,roofing in oklahoma,residential roofing contractor,2,0.6066924333572388,1,0,0
12566,roof experts,home roofers,2,0.8502430319786072,0,1,0
12567,jack brown and associates,residential roofing company,2,0.4185497760772705,1,0,0
12568,above all roofing,residential roofing company,2,0.5808076858520508,1,0,0
12569,malarky roof,roof repair services,2,0.4873359203338623,1,0,0
12570,cade roofing,residential roofing company,2,0.6258913278579712,1,0,0
12571,apartment roofing,roof installation company,2,0.6391262412071228,1,0,0
12572,wilkerson roofing,+roofing +contractor +service,1,0.5896492004394531,0,0,1
12573,repair shingle roof,roof repair,2,0.7708367109298706,0,0,1
12574,home insurance roof coverage,home roof replacement,2,0.7179291248321533,1,0,0
12575,roofing near me abe roofing,roofing companies near me,2,0.7827255129814148,0,0,1
12576,roof shingles wind rating,home roof replacement,2,0.5273435115814209,1,0,0
12577,exceptional roofing & exteriors inc,home roofing contractor,2,0.6551663875579834,1,0,0
12578,sunroom roof leaks,damaged roof repair,2,0.5462334156036377,1,0,0
12579,alc roofing and construction,roof repair company,2,0.5662541389465332,0,0,1
12580,exterior pro roofing,roofing company service,2,0.6152935028076172,0,0,1
12581,recommended roofers in my area,roofing contractors near me,2,0.781714677810669,0,1,0
12582,roofers in tulsa oklahoma,roof installation company,2,0.6944343447685242,0,0,1
12583,omega roof,roofing company service,1,0.49972599744796753,0,0,1
12584,cost of a roof replacement,home roof replacement,2,0.7074434757232666,0,0,1
12585,guttering broken arrow ok,roofing company in broken arrow,2,0.503677248954773,1,0,0
12586,top roofing companies tulsa ok,top roofing contractor,2,0.6367117762565613,0,0,1
12587,hines roofing,roofing company in my area,2,0.6803435683250427,1,0,0
12588,select roofing,residential roofing contractor,1,0.6439098119735718,1,0,0
12589,roofers quotes,roofing quotes,2,0.8064702749252319,0,1,0
12590,natick roofing company,roof repair specialist,2,0.6068322658538818,0,0,1
12591,roofing specialist near me,roofing company in my area,2,0.8594957590103149,0,1,0
12592,angi roof repair,roof repair in my area,2,0.7114062309265137,0,0,1
12593,radius roofing and construction,home roofing contractor,2,0.5276456475257874,1,0,0
12594,matel roofs,residential roofing company,2,0.5586044788360596,1,0,0
12595,tarp services near me,damaged roof repair,2,0.3072817325592041,1,0,0
12596,real roofing,roof repair near me,2,0.6440976858139038,1,0,0
12597,golden rite roofing,roofing companies near me,1,0.6598062515258789,1,0,0
12598,fairway roofing owasso,roofer in owasso,2,0.7196179628372192,0,0,1
12599,xtreme roofing,roof repair company,1,0.6034121513366699,0,0,1
12600,do roofers need to come inside,roof installation company,2,0.47283637523651123,1,0,0
12601,jpa roofing llc,home roofing contractor,2,0.6297721862792969,1,0,0
12602,faile roofing,roofing company in my area,2,0.6044349670410156,0,0,1
12603,duncan roofing,roof repair services,2,0.6631302833557129,1,0,0
12604,roofing companies broken arrow,roof repair company,2,0.7265731692314148,0,0,1
12605,lnt roofing,licensed roofing company,2,0.707648515701294,0,0,1
12606,rnc roofing,residential roofing contractor,2,0.5783459544181824,1,0,0
12607,jenks roof repair,house roof repair,2,0.7286183834075928,0,0,1
12608,roofing shingles brands,roofing companies near me,2,0.7078845500946045,1,0,0
12609,how much is it to replace a roof,+roofing +quote,2,0.5383113026618958,0,1,0
12610,roofing contractor collinsville,residential roofing company,2,0.691472053527832,1,0,0
12611,cyntergy tulsa,roofing contractor in tulsa,2,0.5277497172355652,1,0,0
12612,reroof your own house,home roof replacement,2,0.4388735294342041,0,0,1
12613,wind damage estimate,roof repair free estimate,2,0.44280874729156494,1,0,0
12614,chandler roofing,roofing companies near me,2,0.6554343104362488,1,0,0
12615,4 season roofing,home roofing contractor,2,0.606573224067688,0,0,1
12616,10 best roofers in oklahoma,top roofing company,2,0.6176999807357788,0,0,1
12617,womble company tulsa,roofing company in tulsa,2,0.6042026281356812,1,0,0
12618,belmarez roofing,roofing companies near me,2,0.616668701171875,1,0,0
12619,ludowici roofing tile,residential tile roofing,2,0.6748178005218506,0,0,1
12620,roofer helpers,residential roofing company,1,0.6575832366943359,1,0,0
12621,tulsa ok roofing,residential roofing company,2,0.6503397822380066,0,0,1
12622,gaf certified roofers near me,residential roof repair,2,0.594184398651123,0,0,1
12623,roofing companies bartlesville ok,residential roofing contractor,2,0.6042620539665222,1,0,0
12624,atl roofers,roof repair contractor,2,0.6574626564979553,0,0,1
12625,roofing companies with financing,roof installation company,2,0.795520544052124,0,0,1
12626,rufing,home roofing contractor,2,0.12626130878925323,1,0,0
12627,hail damage on shingle roof,hail damage roof,2,0.8715922832489014,0,0,1
12628,roof inspection tulsa,residential roofing company,2,0.5169820189476013,1,0,0
12629,acc roofing,roofing contractor service,1,0.6313462853431702,0,0,1
12630,dabella exteriors,roof installation company,2,0.17605555057525635,1,0,0
12631,affordable roofing tulsa,affordable roofing company,2,0.7357560396194458,0,0,1
12632,roofing companies with payment plans near me,roofing company in my area,2,0.8203492164611816,0,0,1
12633,roofing companies with payment plans near me,roofing companies near me,2,0.8609406352043152,0,0,1
12634,cost to put new roof on house,house roof replacement,2,0.7077759504318237,0,0,1
12635,soffit board replacement,home roof replacement,2,0.5059378147125244,1,0,0
12636,crossley roofing,roof installation company,2,0.6795406937599182,1,0,0
12637,24 7 roof repair,damaged roof repair,2,0.6373857259750366,0,0,1
12638,supreme roofing company,roof installation company,2,0.8170962333679199,0,0,1
12639,day roofing,roof repair specialist,2,0.5848382115364075,0,0,1
12640,roofing companies tulsa ok,roofing contractor around me,2,0.5751168131828308,0,0,1
12641,cedillo roofing,residential roofing company,2,0.5339362025260925,1,0,0
12642,low cost roof replacement,residential roofing company,2,0.4593960642814636,1,0,0
12643,complete roof replacement,roof replacement company,2,0.7225428819656372,0,0,1
12644,roofing shingles & tiles,roofing companies near me,2,0.6325585842132568,1,0,0
12645,roof replacement near me,residential roofing company,2,0.5671613216400146,0,1,0
12646,cost of roof replacement,home roof replacement,2,0.6966397762298584,0,0,1
12647,barker roofing,roof repair company,2,0.6675182580947876,1,0,0
12648,restoremastersllc,residential roofing contractor,1,0.051798634231090546,1,0,0
12649,rainproof roofing,damaged roof repair,2,0.5661542415618896,1,0,0
12650,certainteed presidential tl,residential roofing company,2,0.029775140807032585,1,0,0
12651,jae roofing,residential roofing company,2,0.6409517526626587,0,0,1
12652,tan roof house,residential roofing company,2,0.521255612373352,1,0,0
12653,a&j roofing,roof installation contractor,2,0.6528681516647339,0,0,1
12654,roofs plus,roof installation company,2,0.5668581128120422,1,0,0
12655,next level roofing,roofing companies near me,1,0.608502984046936,1,0,0
12656,saratoga roofing,good roofing company,2,0.6596622467041016,0,0,1
12657,hcs roofing tulsa,roof replacement company,2,0.6024974584579468,0,0,1
12658,denali first roofing,roof installation company,2,0.5933594703674316,0,0,1
12659,r panel roof installation,home roof installation,2,0.6876790523529053,0,0,1
12660,dalco contractors & roofing,roofers near me,2,0.5937854051589966,1,0,0
12661,sand springs roofing leak repair,+roof +leak +repair,2,0.6336874961853027,0,0,1
12662,meatal roof,residential roofing company,2,0.4892997145652771,1,0,0
12663,going rate for roofing per square,roof installation company,2,0.49198055267333984,1,0,0
12664,ozone roofing,residential roofing company,2,0.44765445590019226,1,0,0
12665,roofers bartlesville,roofers in bartlesville ok,2,0.8667240142822266,0,1,0
12666,roofing contractors grove ok,good roofing company,2,0.6682517528533936,0,0,1
12667,britton roofing,roofing contractor service,2,0.636374294757843,0,0,1
12668,ark roofing tulsa,roofers in tulsa ok,2,0.7889764308929443,0,0,1
12669,bixby roofing company,local residential roofers,2,0.684506893157959,0,0,1
12670,roof estimates near me,roof repair near me,2,0.7023866772651672,1,0,0
12671,roof replacement cost 2021,home roof replacement,2,0.6144425868988037,0,0,1
